Distance,SEM_norm,I_raw,abs_I,ln_abs_I,deriv_ln_I
1.343675e+01,7.337650e-01,2.722361e-02,2.722361e-02,-3.603671e+00,7.197549e-01
1.350784e+01,7.411812e-01,-3.972035e-02,3.972035e-02,-3.225892e+00,-1.818021e+00
1.357893e+01,7.365613e-01,1.243556e-02,1.243556e-02,-4.387195e+00,-1.104817e+00
1.365003e+01,7.414470e-01,-2.585046e-03,2.585046e-03,-5.958012e+00,-6.736665e-01
1.372112e+01,5.175833e-01,-3.882472e-02,3.882472e-02,-3.248698e+00,-2.290658e+00
1.379222e+01,7.918000e-01,-2.788262e-02,2.788262e-02,-3.579752e+00,-1.558551e+00
1.386331e+01,8.158652e-01,1.382988e-02,1.382988e-02,-4.280924e+00,2.901455e-01
1.393440e+01,5.324532e-01,1.573613e-02,1.573613e-02,-4.151796e+00,6.872700e-01
1.400550e+01,6.252032e-01,2.479446e-03,2.479446e-03,-5.999720e+00,-1.606627e+00
1.407659e+01,3.266721e-01,-1.325207e-02,1.325207e-02,-4.323602e+00,7.521529e-01
1.414769e+01,6.884973e-01,2.270733e-02,2.270733e-02,-3.785067e+00,2.074662e+00
1.421878e+01,6.319979e-01,1.793143e-02,1.793143e-02,-4.021200e+00,2.323720e+00
1.428987e+01,7.532947e-01,-7.939465e-03,7.939465e-03,-4.835909e+00,1.576576e+00
1.436097e+01,5.110855e-01,-5.077397e-02,5.077397e-02,-2.980371e+00,5.470415e-01
