Distance,SEM_norm,I_raw,abs_I,ln_abs_I,deriv_ln_I
2.677162e+01,1.057483e-01,-6.405028e+04,6.405028e+04,1.106742e+01,8.310826e-04
2.688904e+01,1.147298e-01,-6.405427e+04,6.405427e+04,1.106749e+01,1.713361e-04
2.700646e+01,1.211243e-01,-6.404993e+04,6.404993e+04,1.106742e+01,-4.578591e-04
2.712388e+01,1.155827e-01,-6.410455e+04,6.410455e+04,1.106827e+01,-5.098128e-04
2.724130e+01,1.047983e-01,-6.414195e+04,6.414195e+04,1.106885e+01,-4.237320e-04
2.735872e+01,1.104019e-01,-6.405431e+04,6.405431e+04,1.106749e+01,-1.752935e-03
2.747614e+01,1.105608e-01,-6.405577e+04,6.405577e+04,1.106751e+01,-2.240858e-03
2.759356e+01,1.062288e-01,-6.405723e+04,6.405723e+04,1.106753e+01,-2.296459e-03
2.771098e+01,1.035230e-01,-6.400991e+04,6.400991e+04,1.106679e+01,-2.094840e-03
2.782840e+01,9.939509e-02,-6.393183e+04,6.393183e+04,1.106557e+01,-4.678001e-04
2.794582e+01,1.047574e-01,-6.399203e+04,6.399203e+04,1.106651e+01,3.883892e-04
2.806324e+01,1.147001e-01,-6.403064e+04,6.403064e+04,1.106712e+01,1.149371e-03
2.818066e+01,1.234900e-01,-6.398662e+04,6.398662e+04,1.106643e+01,1.910352e-03
2.829808e+01,1.131715e-01,-6.407120e+04,6.407120e+04,1.106775e+01,2.602910e-03
2.841550e+01,1.133447e-01,-6.407604e+04,6.407604e+04,1.106783e+01,2.457287e-03
2.853292e+01,1.244058e-01,-6.406891e+04,6.406891e+04,1.106771e+01,1.750596e-03
2.865033e+01,1.219729e-01,-6.407037e+04,6.407037e+04,1.106774e+01,8.848416e-04
2.876775e+01,1.225116e-01,-6.412513e+04,6.412513e+04,1.106859e+01,-6.807353e-04
2.888517e+01,1.215151e-01,-6.415714e+04,6.415714e+04,1.106909e+01,-1.164653e-03
2.900259e+01,1.076077e-01,-6.407475e+04,6.407475e+04,1.106781e+01,-1.735830e-03
2.912001e+01,1.067832e-01,-6.402920e+04,6.402920e+04,1.106709e+01,-1.474251e-03
